Formula,Avg Voltage (V),Capacity (mAh/g),Energy Density (Wh/L),Gravimetric Energy (Wh/kg),Stability Charge (eV),Stability Discharge (eV),capacity_score,energy_score,voltage_score,stability_score,Overall Score,Rank,Supply Chain Score,Recyclability Score,CathodeAI Score,CathodeAI Rank,Solid State Score,SS Compatibility,CathodeAI Final Score,Final Rank,Cost per kWh ($/kWh),Cost Score,CathodeAI Economic Score,Economic Rank,Thermal Safety Score,Onset Temp (°C),CathodeAI Safety Score,Safety Rank,Estimated Cycles,Cycle Life Category,Cycle Life Score,CathodeAI Complete Score
Li1-4V3CrO8,2.831,222.99,2496.38,631.23,0.0929,0.0108,0.20044585471967782,0.2596301249903798,0.4,0.9868344209430465,0.3960256643184904,692,0.55,0.625,0.5889230358533886,517,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.661138428682711,584,35.0,0.2222222222222222,0.6734068393830864,459,0.6,280,0.6055760437342554,587,554,Moderate (500-1000),0.22284794851166534,0.5872011375744999
Li0-3Bi2(PO4)3,4.553,111.1,2250.33,505.89,0.0826,0.0377,0.09986786160525676,0.23404027398457017,0.7,0.9847269126272757,0.45288808449077655,485,0.5,0.4,0.5625547668886947,633,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6100438135109558,585,20.0,0.5555555555555556,0.6327169082506577,660,0.65,300,0.6030884156887724,590,740,Moderate (500-1000),0.29766693483507645,0.5842162857416567
Li1-3V2CrO6,2.986,198.02,2360.1,591.27,0.1065,0.0013,0.17800030562621913,0.24545664441703396,0.4,0.9863138917807176,0.3860841534987726,719,0.55,0.625,0.5815132485743868,547,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6552105988595095,586,35.0,0.2222222222222222,0.6682199882877851,492,0.6,280,0.6011301713668542,593,549,Moderate (500-1000),0.22083668543845536,0.5833956807813383
Li0-4MnCo5O12,4.215,188.29,3489.17,793.63,0.0208,0.0,0.16925400235511967,0.36288291174127474,1.0,0.9973592666886728,0.6007822641144632,25,0.050000000000000044,0.7749999999999999,0.6540359410720485,253,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7232287528576389,587,45.0,0.0,0.7177358730361482,254,0.65,300,0.609921564643229,577,862,Moderate (500-1000),0.3467417538213998,0.5824800582270943
Li0-3Bi2(PO4)3,4.572,111.1,2160.34,507.97,0.0932,0.0439,0.09986786160525676,0.22468107588657057,0.7,0.9825940126450499,0.44976039006404284,495,0.5,0.4,0.5602235769120313,642,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6081788615296251,588,20.0,0.5555555555555556,0.6310850752669933,665,0.65,300,0.6016897017027742,592,707,Moderate (500-1000),0.2843925985518906,0.5823869739391656
Li0-1.25CoO2,3.199,336.34,5161.46,1075.86,0.0678,0.1009,0.30233624277508603,0.5368054963318267,0.7,0.9785821293451489,0.5934130289950919,32,0.050000000000000044,0.95,0.6922933690039088,125,1.0,['✅ Voltage within sulfide electrolyte window'],0.753834695203127,589,45.0,0.0,0.752462501159879,109,0.45,250,0.6128760214023453,572,662,Moderate (500-1000),0.26629123089300083,0.5819612460466045
Li0-1V(PO3)4,4.467,71.71,750.58,320.34,0.018,0.0332,0.06446016521793846,0.07806230590506223,1.0,0.9934997333875022,0.4885586930841286,387,0.55,0.5,0.6266414322942228,370,0.7000000000000001,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6413131458353782,590,35.0,0.2222222222222222,0.6413275740345273,625,0.75,430,0.605707081598756,586,612,Moderate (500-1000),0.24617860016090104,0.5816018683773786
Li0-14V9(P2O7)8,2.972,192.7,1634.11,572.73,0.0715,0.0471,0.17321815419741654,0.1699517635728653,0.4,0.9849427417921438,0.3620314788900353,734,0.55,0.5,0.5323358725875997,724,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6258686980700798,591,35.0,0.2222222222222222,0.6274565393827484,678,0.75,430,0.5941237457747821,609,694,Moderate (500-1000),0.27916331456154464,0.5810983242440992
Li0-3Mn3CoO8,3.768,215.81,3543.44,813.1,0.1642,0.099,0.1939917480920834,0.36852713533032283,1.0,0.9665845669451286,0.604043762663887,22,0.050000000000000044,0.7749999999999999,0.656466860365932,245,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7251734882927456,592,45.0,0.0,0.726580373684724,219,0.7,300,0.6163801162195591,563,473,Poor (<500),0.1902654867256637,0.5808717045192492
Li0-2V(CO3)2,2.909,289.99,1987.74,843.7,0.048,0.0498,0.2606721979019659,0.2067302192167769,0.4,0.987583475103471,0.3953246365060452,694,0.5,0.6,0.569650533080814,598,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6557204264646512,593,35.0,0.2222222222222222,0.6655410874422841,496,0.6,280,0.5990125420707106,599,563,Moderate (500-1000),0.22646822204344327,0.5808708998648014
Li1-2VP4O13,4.42,67.56,732.26,298.64,0.0188,0.0458,0.06072972754321465,0.07615697743350591,1.0,0.9917984917350126,0.4867992988761073,396,0.55,0.5,0.6253300886707276,377,0.7000000000000001,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.640264070936582,594,35.0,0.2222222222222222,0.6582667763552236,536,0.75,430,0.6049202754246588,588,594,Moderate (500-1000),0.23893805309734514,0.5805841692124534
Li0.36-0.73VO2,2.805,110.76,1196.17,310.67,0.0866,0.0498,0.09956223538612277,0.12440484485925324,0.4,0.9826828834776427,0.32961444482595303,769,0.55,0.7,0.5581742204014357,652,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6465393763211487,595,35.0,0.2222222222222222,0.6434005257095764,618,0.6,280,0.5946267544630837,608,509,Moderate (500-1000),0.20474658085277556,0.5802966614655789
Li3-9Bi3P8O29,4.61,114.77,1881.91,529.05,0.0915,0.0488,0.10316682697061492,0.19572361920887268,0.7,0.9821877459817688,0.44183695440258086,526,0.5,0.4,0.5543179380373198,665,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.603454350429856,596,20.0,0.5555555555555556,0.6269511280546952,680,0.65,300,0.5981463183779474,601,701,Moderate (500-1000),0.2819790828640386,0.5793134787174175
Li0.38-0.69VO2,2.649,95.49,960.11,252.98,0.0513,0.0375,0.08583602254442815,0.09985398028525846,0.4,0.9887261000939491,0.3197241147357769,779,0.55,0.7,0.5508025800726877,677,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6406420640581503,597,35.0,0.2222222222222222,0.6346689489080243,649,0.6,280,0.5902037702658349,614,575,Moderate (500-1000),0.23129525341914722,0.5779382749295234
Li0-2V(CO3)2,2.872,289.99,1823.81,832.77,0.0626,0.0686,0.2606721979019659,0.18968106548630598,0.4,0.9833430668054745,0.3895738291422044,707,0.5,0.6,0.5653642369613086,618,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6522913895690469,598,35.0,0.2222222222222222,0.6589692515872018,534,0.6,280,0.5964407643990073,604,516,Moderate (500-1000),0.2075623491552695,0.5777824581606401
Li1-4Co3CuO8,3.768,202.99,3490.09,764.81,0.1118,0.0659,0.1824678418294426,0.3629785941754359,1.0,0.9774395043546708,0.601126464363192,23,0.050000000000000044,0.8999999999999999,0.6855424866485419,142,1.0,['✅ Voltage within sulfide electrolyte window'],0.7484339893188334,599,45.0,0.0,0.7464868835111222,136,0.45,250,0.6088254919891252,580,644,Moderate (500-1000),0.2590506838294449,0.5769737775157432
Li0.5-1V(CO3)2,3.016,75.33,565.56,227.22,0.086,0.0988,0.06771418555107103,0.05881973637409336,0.7,0.9765381001955158,0.3910551823293231,701,0.5,0.6,0.56646834600476,612,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.653174676803808,600,35.0,0.2222222222222222,0.6311706993461892,664,0.6,280,0.5971032298250782,602,441,Poor (<500),0.17739340305711987,0.5768260653774583
Li0-6V3P6WO24,2.852,169.6,1588.96,483.77,0.0,0.0593,0.15245354930919486,0.16525604411376227,0.4,0.992471370896072,0.3565609061958382,749,0.5,0.5333333333333333,0.5240917793915649,742,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.619273423513252,601,35.0,0.2222222222222222,0.6284118646217146,677,0.75,430,0.5866772898571613,628,802,Moderate (500-1000),0.32260659694288013,0.576231775098482
Li1-3VPCO7,2.726,236.4,1730.79,644.39,0.0434,0.0685,0.21250011236258057,0.18000673937144962,0.4,0.9857933626183887,0.3749960542948383,729,0.5,0.5,0.5294988652306933,729,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6235990921845547,602,35.0,0.2222222222222222,0.6349349199471996,647,0.75,430,0.5899215413606382,615,706,Moderate (500-1000),0.2839903459372486,0.5761711721344314
Li0-2Mn2CoO6,3.926,192.34,3038.32,755.05,0.1323,0.0759,0.17289454996539233,0.31599331887003207,1.0,0.9735672752202728,0.5840567244353986,41,0.050000000000000044,0.7749999999999999,0.6415697582759117,307,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7132558066207295,603,45.0,0.0,0.7161524022217096,256,0.7,300,0.6074418549655469,585,583,Moderate (500-1000),0.2345132743362832,0.5756355428547699
Li4-7Co5O12,3.895,150.22,2637.63,585.17,0.0617,0.0039,0.1350328548185569,0.2743204987134873,1.0,0.9916715334027372,0.564805093329096,91,0.050000000000000044,0.95,0.6709707831695741,174,1.0,['✅ Voltage within sulfide electrolyte window'],0.7367766265356592,604,45.0,0.0,0.7303938339329876,204,0.45,250,0.6000824699017445,596,868,Moderate (500-1000),0.3491552695092518,0.5754431550602497
Li0-0.5CoO2,3.956,141.95,2549.79,561.5,0.0076,0.0287,0.1275989464884446,0.26518490630401637,1.0,0.9953914125384049,0.5607639203940767,109,0.050000000000000044,0.95,0.6679587428118086,194,1.0,['✅ Voltage within sulfide electrolyte window'],0.7343669942494468,605,45.0,0.0,0.7282854056825517,213,0.45,250,0.5982752456870852,600,927,Moderate (500-1000),0.37288817377312955,0.5751237800945608
Li0-4Mn2Co5O12,3.598,171.72,2980.46,617.8,0.0911,0.0777,0.1543592186755598,0.3099757257824639,1.0,0.9785694335119214,0.5783679374304174,50,0.050000000000000044,0.7749999999999999,0.6373296882959187,327,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7098637506367351,606,45.0,0.0,0.7060414960928575,298,0.7,300,0.6048978129775512,589,662,Moderate (500-1000),0.26629123089300083,0.5751044056926093
Li0-3V2P5O16,2.701,150.69,1111.97,407.05,0.0048,0.0353,0.13545533812147742,0.11564782208059374,0.4,0.9949089708757586,0.33779452678591126,767,0.55,0.5,0.5142711475533805,755,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6114169180427045,607,35.0,0.2222222222222222,0.6255255175730807,681,0.75,430,0.5832849107542506,643,837,Moderate (500-1000),0.33668543845535,0.57494206792168
Li0-3Cr(CoO3)2,3.689,280.47,4507.9,1034.61,0.0863,0.0583,0.25211466376621394,0.46883352712493004,1.0,0.9816418251529848,0.6509249978519802,7,0.050000000000000044,0.75,0.6851592334538978,143,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7481273867631184,608,45.0,0.0,0.7424686062748713,148,0.45,250,0.6085955400723387,583,710,Moderate (500-1000),0.2855993563958166,0.5743595845467397
Li0-2CoO2,2.748,511.41,5544.05,1405.31,0.0083,0.0257,0.4597067786097603,0.5765958685988972,0.4,0.9956834167026382,0.5572579677375049,120,0.050000000000000044,0.95,0.6653456225460312,203,1.0,['✅ Voltage within sulfide electrolyte window'],0.732276498036825,609,45.0,0.0,0.7335990786393647,191,0.45,250,0.5967073735276188,603,931,Moderate (500-1000),0.37449718423169753,0.5738976704846005
Li0-1BiP2O7,4.822,68.75,1318.64,331.48,0.0446,0.011,0.061799419310183644,0.13714204889372386,0.7,0.9929411167254907,0.41553363700448664,624,0.5,0.4,0.5347130721184111,717,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5877704576947289,610,20.0,0.5555555555555556,0.6132277219114591,726,0.65,300,0.5863833988266023,631,866,Moderate (500-1000),0.3483507642799678,0.5728296298287595
Li0-1BiP2O7,4.803,68.75,1381.93,330.17,0.0526,0.0201,0.061799419310183644,0.14372437634813431,0.7,0.9907701292435822,0.4171826871185235,616,0.5,0.4,0.5359421720790722,712,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5887537376632579,611,20.0,0.5555555555555556,0.614088091883922,717,0.65,300,0.5871208588029988,626,833,Moderate (500-1000),0.335076427996782,0.5727804629949308
Li0-1BiP2O7,4.572,68.75,1341.34,314.29,0.0448,0.034,0.061799419310183644,0.1395029089540038,0.7,0.9899956834167026,0.41580008002625246,623,0.5,0.4,0.5349116622672387,716,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5879293298137911,612,20.0,0.5555555555555556,0.6133667350156385,722,0.65,300,0.5865025529158987,629,821,Moderate (500-1000),0.33024939662107805,0.5720238565202289
Li0-1VCrO4,2.881,154.14,1770.81,444.11,0.0645,0.0788,0.138556545345043,0.18416892525745857,0.4,0.9818068709849428,0.35716084456123975,747,0.55,0.625,0.5599556030093985,643,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6379644824075189,613,35.0,0.2222222222222222,0.6531296363922933,567,0.6,280,0.5881955840278614,623,499,Poor (<500),0.2007240547063556,0.5716112264622393
Li0-1BiP2O7,4.525,68.75,1341.96,311.06,0.0528,0.0455,0.061799419310183644,0.13956739059441672,0.7,0.9875199959373334,0.41544807139647094,625,0.5,0.4,0.5346492968064598,718,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.587719437445168,614,20.0,0.5555555555555556,0.6131830791930933,727,0.65,300,0.5863451336394314,632,783,Moderate (500-1000),0.3149637972646822,0.5711283938220196
Li0-4Mn3Co5O16,4.035,144.24,2761.69,582.0,0.057,0.0612,0.12965742896437657,0.28722306695482336,1.0,0.984993525125054,0.5663303060962992,86,0.050000000000000044,0.7749999999999999,0.6283575824312897,363,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7026860659450318,615,45.0,0.0,0.699761021987617,329,0.7,300,0.5995145494587738,598,687,Moderate (500-1000),0.27634754625905067,0.5711211685285973
Li1-3Bi2(PO4)3,4.732,74.07,1515.79,350.47,0.1054,0.0473,0.06658157073898621,0.157646170518578,0.7,0.9806134626615545,0.42103126323955314,591,0.5,0.4,0.538810662683872,705,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5910485301470976,616,20.0,0.5555555555555556,0.6125246067358533,730,0.65,300,0.5888419531658788,618,677,Moderate (500-1000),0.2723250201126307,0.5710771379031231
Li1-2VCrO4,2.665,148.22,1576.06,395.02,0.0626,0.0202,0.13323505352953338,0.16391440998258996,0.4,0.9894878500876012,0.3509062638903005,757,0.55,0.625,0.5552938254253419,661,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6342350603402735,617,35.0,0.2222222222222222,0.6462949635120251,604,0.6,280,0.5853985174774274,638,584,Moderate (500-1000),0.23491552695092519,0.5709899112824394
Li2-4V3CrO8,2.748,148.66,1617.07,408.53,0.0823,0.0231,0.13363056981311855,0.16817955848796795,0.4,0.9866185917781785,0.35185429876639673,756,0.55,0.625,0.5560004319856864,657,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6348003455885491,618,35.0,0.2222222222222222,0.6432181595328377,619,0.6,280,0.5858224814136341,636,552,Moderate (500-1000),0.22204344328238135,0.5706996103791845
Li0-1.5V(CO3)2,2.954,221.66,1679.52,654.78,0.0616,0.0733,0.19925031686247718,0.17467452371988343,0.4,0.9828733209760556,0.36964593447799265,732,0.5,0.6,0.5505112168260494,678,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6404089734608396,619,35.0,0.2222222222222222,0.6485721374925203,590,0.6,280,0.587528952317852,624,511,Moderate (500-1000),0.20555108608205952,0.5702553849393498
Li0-1BiP2O7,4.535,68.75,1281.52,311.75,0.0594,0.0507,0.061799419310183644,0.13328147068061413,0.7,0.9860218876164842,0.4133375791742028,639,0.5,0.4,0.5330762664386833,723,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5864610131509467,620,20.0,0.5555555555555556,0.6120819579356497,731,0.65,300,0.5854013154187656,637,760,Moderate (500-1000),0.3057119871279163,0.5698792881312931
Li3-5Mo2P5O18,4.999,80.07,1327.1,400.26,3.0631,2.746,0.07197497460605679,0.1380219112774229,0.7,0.2624863519792804,0.3087732698316331,797,0.6,0.475,0.4988904975948305,781,0.7000000000000001,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.5391123980758643,621,20.0,0.5555555555555556,0.5632412054592385,794,0.97,570,0.5868898541124539,627,292,Poor (<500),0.11745776347546259,0.569748692526744
Li0-1VBO4,2.795,201.98,1599.22,564.53,0.0,0.0876,0.1815599521784857,0.16632311125995047,0.4,0.9888784500926796,0.3636186889365085,733,0.5,0.6,0.5460188807867292,688,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6368151046293833,622,35.0,0.2222222222222222,0.6454275022649961,610,0.6,280,0.5848335506942597,641,577,Moderate (500-1000),0.23209975864843121,0.5693366505480084
Li0-4Mn5Co3O16,3.969,145.81,2635.6,578.65,0.0422,0.039,0.13106870297626003,0.27410937334245783,1.0,0.9896909834192418,0.5634536352596886,92,0.050000000000000044,0.7749999999999999,0.6262134899128049,371,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7009707919302439,623,45.0,0.0,0.7018315857961064,323,0.65,300,0.5932280939476828,610,837,Moderate (500-1000),0.33668543845535,0.5680660168791699
Li0-1CoO2,3.41,273.84,4116.1,933.72,0.0058,0.0933,0.2461549524931009,0.4280852904897901,0.7,0.9874184292715131,0.5480770896609393,179,0.050000000000000044,0.95,0.6585027638683666,235,1.0,['✅ Voltage within sulfide electrolyte window'],0.7268022110946932,624,45.0,0.0,0.7252376489935709,226,0.45,250,0.59260165832102,611,801,Moderate (500-1000),0.32220434432823813,0.5678615991505953
Li0-2V3(P2O7)2,2.656,104.17,887.96,276.64,0.0322,0.0212,0.09363848013879025,0.09235018938881806,0.4,0.9932204250564964,0.32009774060981744,777,0.55,0.5,0.501081057690303,776,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6008648461522423,625,35.0,0.2222222222222222,0.5984353118117836,760,0.75,430,0.575370856836404,661,812,Moderate (500-1000),0.3266291230893001,0.5678442072218387
Li0-2MnCo3O8,4.032,143.47,2809.62,578.48,0.0412,0.0565,0.12896527546810252,0.2922079137693263,1.0,0.9875961709366986,0.5680431186383282,79,0.050000000000000044,0.7749999999999999,0.6296342069620471,354,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7037073655696376,626,45.0,0.0,0.7006546591591473,326,0.65,300,0.5952805241772281,605,724,Moderate (500-1000),0.2912308930008045,0.5675036481310638
Li0-6CoCu3(PO4)4,3.725,239.62,2993.71,892.48,0.0335,0.0763,0.21539457243790844,0.3113537608396758,1.0,0.9860599751161668,0.5951637676288049,29,0.050000000000000044,0.7000000000000001,0.631098261297665,350,1.0,['✅ Voltage within sulfide electrolyte window'],0.704878609038132,627,45.0,0.0,0.7033759257655083,317,0.6,400,0.5911589567785991,613,1014,Good (1000-2000),0.40788415124698313,0.5671933382111816
Li0-4Mn3CoO8,3.311,282.49,3916.49,935.2,0.024,0.03,0.2539304430681277,0.4073253223562007,0.7,0.9931442500571313,0.5446518449824618,200,0.050000000000000044,0.7749999999999999,0.6121997983376434,429,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6897598386701147,628,45.0,0.0,0.6955934302649218,354,0.7,300,0.5898198790025859,616,892,Moderate (500-1000),0.3588093322606597,0.5671653657818546
Li0-4Mn3Co(PO4)4,4.16,169.79,2407.74,706.39,0.0591,0.0146,0.15262434043165207,0.250411330464247,1.0,0.9906431709113069,0.5618759598838832,102,0.050000000000000044,0.6166666666666666,0.5854542549341349,530,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.668363403947308,629,45.0,0.0,0.669341787977704,489,0.85,450,0.5887725529604808,619,997,Moderate (500-1000),0.4010458567980692,0.5669460869736376
Li0-3Mn2CoO6,3.28,281.5,3928.42,923.31,0.0215,0.0471,0.25304053143006106,0.4085660739209206,0.7,0.9912906584059111,0.5445235537946781,201,0.050000000000000044,0.7749999999999999,0.6121041780211255,430,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6896833424169004,630,45.0,0.0,0.6955264960433593,355,0.7,300,0.5897625068126752,617,862,Moderate (500-1000),0.3467417538213998,0.5665141767016327
Li0.5-2V(CO3)2,2.503,217.5,1392.64,544.41,0.0514,0.09,0.19551089018130827,0.1448382446849448,0.4,0.982048091816266,0.3596364097232504,739,0.5,0.6,0.5430507361665666,695,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6344405889332533,631,35.0,0.2222222222222222,0.6397783724594538,631,0.6,280,0.5830526639221623,644,502,Moderate (500-1000),0.20193081255028159,0.5663441309330196
Li0-1V(PO3)3,2.672,90.91,731.57,242.97,0.0151,0.0156,0.08171905759256429,0.07608521560788507,0.4,0.9961023791991468,0.3126706859603786,787,0.55,0.5,0.49554539052060964,784,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.5964363124164878,632,35.0,0.2222222222222222,0.5945603447929981,770,0.75,430,0.5720494565345879,668,854,Moderate (500-1000),0.34352373290426386,0.5659211041277402
Li0.5-2V(CO3)2,2.727,217.5,1389.88,593.18,0.0786,0.0829,0.19551089018130827,0.14455119738246144,0.4,0.9794962293375314,0.3591675161606952,742,0.5,0.6,0.5427012519062733,698,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6341610015250185,633,35.0,0.2222222222222222,0.6395337334772485,632,0.6,280,0.5828429733659861,645,473,Poor (<500),0.1902654867256637,0.5655861225116421
Li0-1V(PO3)3,2.76,90.91,737.75,250.96,0.0251,0.0186,0.08171905759256429,0.07672795195909785,0.4,0.9944519208795674,0.3126159381178055,788,0.55,0.5,0.4955045848649294,785,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.5964036678919435,634,35.0,0.2222222222222222,0.5945317808340219,771,0.75,430,0.5720249731411798,669,830,Moderate (500-1000),0.333869670152856,0.5654179981623296
Li0-2Mn3CoO8,4.054,146.61,2477.23,594.31,0.1096,0.0752,0.13178782349186946,0.2576384743227868,1.0,0.9765381001955158,0.5567192131991308,122,0.050000000000000044,0.7749999999999999,0.621194068235289,396,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6969552545882312,635,45.0,0.0,0.7018894191932735,322,0.7,300,0.5952164409411732,606,567,Moderate (500-1000),0.22807723250201126,0.565125895742745
Li0-2MnCoO4,3.433,279.54,4187.37,959.59,0.0249,0.0342,0.251278686166818,0.43549755905790244,0.7,0.992496762562527,0.5523434536434542,155,0.050000000000000044,0.7749999999999999,0.6179326477047882,403,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6943461181638306,636,45.0,0.0,0.6996064248219231,331,0.65,300,0.588259588622873,622,881,Moderate (500-1000),0.35438455349959774,0.5648105515273739
Li0-1Bi(PO3)4,4.949,50.4,805.54,249.4,0.0377,0.0455,0.04530459248339281,0.08377829131973118,0.7,0.9894370667546911,0.3948751955299712,695,0.5,0.4,0.5193155475753343,750,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.5754524380602675,637,20.0,0.5555555555555556,0.5953065975884483,767,0.65,300,0.577144884100756,656,812,Moderate (500-1000),0.3266291230893001,0.5640447854976878
Li3-5V3Cr2O10,2.808,118.72,1328.85,333.38,0.0932,0.0364,0.1067174845164364,0.13820391590762068,0.4,0.983546200137115,0.33567247592196253,768,0.55,0.625,0.5439395020890015,691,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6251516016712013,638,35.0,0.2222222222222222,0.6347755086051582,648,0.6,280,0.5785859234756232,649,518,Moderate (500-1000),0.2083668543845535,0.5639853159859507
Li0-4MnCo3(PO4)4,4.211,167.67,2529.04,706.02,0.0388,0.026,0.15071867106528714,0.2630268514030997,1.0,0.9917731000685575,0.5653536881975353,88,0.050000000000000044,0.6166666666666666,0.5880463385203857,522,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6704370708163085,639,45.0,0.0,0.6640133893452224,501,0.8,450,0.5853278031122313,640,1018,Good (1000-2000),0.4094931617055511,0.563664494012137
Li2-3VCr2O6,2.939,98.62,1170.1,289.89,0.0532,0.0015,0.08864958156174998,0.12169349588253525,0.4,0.9930553792245385,0.3276287510388788,770,0.55,0.625,0.5379442070684247,707,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6203553656547398,640,35.0,0.2222222222222222,0.634150230662183,654,0.6,280,0.574988746463277,662,623,Moderate (500-1000),0.250603378921963,0.5630994947025327
Li2-14MgCo13O28,3.739,240.81,4326.22,900.29,0.028,0.0079,0.21646426420487744,0.44993832643102444,1.0,0.995442195871315,0.6384138933612239,12,0.050000000000000044,0.675,0.6570842299827955,242,1.0,['✅ Voltage within sulfide electrolyte window'],0.7256673839862364,641,45.0,0.0,0.7209411038450997,240,0.45,250,0.5917505379896774,612,928,Moderate (500-1000),0.37329042638777155,0.5628316363107864
Li0-1V2P3O10,2.647,74.09,643.62,196.15,0.0258,0.0289,0.06659954875187646,0.06693818290737316,0.4,0.9930553792245385,0.3056896489438618,801,0.55,0.5,0.49034215730814545,791,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.5922737258465163,642,35.0,0.2222222222222222,0.594489510115702,772,0.75,430,0.5689275166071095,675,810,Moderate (500-1000),0.3258246178600161,0.5624345317692957
